Date,Description,Debit,Credit,Balance
04-Jan-21,Bill,0,"17,954.75","53,864.25"
04-Jan-21,Reversal,0,"6,733.03","47,131.22"
04-Jan-21,Transfer,0,"47,131.22",0
04-Jan-21,Cash,928,0,928
04-Jan-21,Commission,0,185.6,742.4
04-Jan-21,ATM,0,148.48,593.92
04-Jan-21,Cash,0,59.39,534.53
04-Jan-21,Miscellaneous,"167,179.10",0,"167,713.63"
04-Jan-21,Miscellaneous,0,"16,771.36","150,942.27"
04-Jan-21,NEFT,6.9,0,"150,949.17"
04-Jan-21,Miscellaneous,0,"50,316.39","100,632.78"
04-Jan-21,Reversal,0,"25,158.20","75,474.58"
04-Jan-21,Reversal,"16,402.00",0,"91,876.58"
04-Jan-21,Transfer,0,"18,375.32","73,501.26"
04-Jan-21,Interest,0.61,0,"73,501.87"
04-Jan-21,Cheque,0,"73,501.87",0
04-Jan-21,Interest,"536,380.50",0,"536,380.50"
04-Jan-21,Tax,0,"134,095.13","402,285.38"
04-Jan-21,IMPS,0,"201,142.69","201,142.69"
04-Jan-21,Bill,0,"25,142.84","175,999.85"
04-Jan-21,Tax,0,"21,999.98","153,999.87"
04-Jan-21,Cash,"243,554.90",0,"397,554.77"
04-Jan-21,Transfer,0,"397,554.77",0
05-Jan-21,Cheque,172,0,172
05-Jan-21,Cash,121.79,0,293.79
05-Jan-21,Interest,58,0,351.79
05-Jan-21,Transfer,0,35.18,316.61
05-Jan-21,Debit Card,0,31.66,284.95
05-Jan-21,IMPS,294,0,578.95
05-Jan-21,Commission,0,192.98,385.97
05-Jan-21,Bill,"23,376.36",0,"23,762.33"
05-Jan-21,Cheque,0,"3,960.39","19,801.94"
05-Jan-21,Bill,27,0,"19,828.94"
05-Jan-21,Cash,0,"4,957.24","14,871.70"
05-Jan-21,Miscellaneous,0,"1,487.17","13,384.53"
05-Jan-21,ATM,0,"2,230.76","11,153.78"
06-Jan-21,Cheque,0,"1,239.31","9,914.47"
06-Jan-21,Commission,0,"1,101.61","8,812.86"
06-Jan-21,Cheque,29.6,0,"8,842.46"
06-Jan-21,RTGS,906,0,"9,748.46"
06-Jan-21,NEFT,0,"1,218.56","8,529.90"
06-Jan-21,Reversal,6.41,0,"8,536.31"
06-Jan-21,NEFT,0,853.63,"7,682.68"
06-Jan-21,Commission,0,"1,280.45","6,402.23"
06-Jan-21,RTGS,0,"1,280.45","5,121.78"
06-Jan-21,ATM,0,"1,024.36","4,097.42"
06-Jan-21,Cash,"12,880.00",0,"16,977.42"
06-Jan-21,Miscellaneous,0,"4,244.36","12,733.06"
06-Jan-21,Purchase,0,"1,819.01","10,914.05"
06-Jan-21,Tax,6,0,"10,920.05"
06-Jan-21,Purchase,"198,273.80",0,"209,193.85"
06-Jan-21,IMPS,0,"104,596.93","104,596.92"
06-Jan-21,NEFT,0,"14,942.42","89,654.50"
06-Jan-21,Cheque,"66,645.90",0,"156,300.40"
06-Jan-21,Bill,"550,329.00",0,"706,629.40"
06-Jan-21,NEFT,0,"176,657.35","529,972.05"
06-Jan-21,Miscellaneous,0,"529,972.05",0
06-Jan-21,Cash,41,0,41
07-Jan-21,Purchase,0,5.86,35.14
07-Jan-21,Debit Card,5.85,0,40.99
07-Jan-21,Bill,7,0,47.99
07-Jan-21,Tax,23.12,0,71.11
07-Jan-21,Transfer,0,14.22,56.89
07-Jan-21,Interest,0,56.89,0
07-Jan-21,Transfer,"1,942,208.50",0,"1,942,208.50"
07-Jan-21,Debit Card,"1,113,304.25",0,"3,055,512.75"
07-Jan-21,Cheque,7,0,"3,055,519.75"
07-Jan-21,Cheque,0,"3,055,519.75",0
07-Jan-21,Tax,"2,075,804.00",0,"2,075,804.00"
07-Jan-21,Interest,20.9,0,"2,075,824.90"
07-Jan-21,IMPS,818.58,0,"2,076,643.48"
07-Jan-21,Tax,0,"259,580.44","1,817,063.04"
07-Jan-21,Interest,"22,904.00",0,"1,839,967.04"
07-Jan-21,Miscellaneous,"133,271.80",0,"1,973,238.84"
07-Jan-21,Purchase,0,"493,309.71","1,479,929.13"
07-Jan-21,Debit Card,0,"739,964.57","739,964.56"
07-Jan-21,Cheque,438,0,"740,402.56"
07-Jan-21,Miscellaneous,467.41,0,"740,869.97"
08-Jan-21,IMPS,"66,619.40",0,"807,489.37"
08-Jan-21,Tax,0,"403,744.69","403,744.68"
08-Jan-21,ATM,0,"40,374.47","363,370.21"
08-Jan-21,NEFT,0,"36,337.02","327,033.19"
08-Jan-21,Cash,"1,580,774.00",0,"1,907,807.19"
08-Jan-21,Purchase,1,0,"1,907,808.19"
08-Jan-21,Bill,0,"238,476.02","1,669,332.17"
08-Jan-21,Cash,"275,015.25",0,"1,944,347.42"
08-Jan-21,Debit Card,"1,445,265.00",0,"3,389,612.42"
08-Jan-21,Bill,18,0,"3,389,630.42"
08-Jan-21,Transfer,298.02,0,"3,389,928.44"
08-Jan-21,Miscellaneous,0,"564,988.07","2,824,940.37"
08-Jan-21,NEFT,3.1,0,"2,824,943.47"
08-Jan-21,Reversal,178.88,0,"2,825,122.35"
08-Jan-21,ATM,1,0,"2,825,123.35"
08-Jan-21,Cash,2,0,"2,825,125.35"
08-Jan-21,Debit Card,0,"1,412,562.68","1,412,562.68"
08-Jan-21,Interest,0,"353,140.67","1,059,422.01"
08-Jan-21,Bill,5.23,0,"1,059,427.24"
08-Jan-21,Interest,29.71,0,"1,059,456.95"
08-Jan-21,NEFT,0,"151,350.99","908,105.96"
08-Jan-21,Commission,0,"129,729.42","778,376.54"
08-Jan-21,IMPS,0,"97,297.07","681,079.47"
08-Jan-21,Bill,390,0,"681,469.47"
09-Jan-21,Miscellaneous,0,"113,578.25","567,891.22"
09-Jan-21,NEFT,"19,770.51",0,"587,661.73"
10-Jan-21,Cheque,0,"97,943.62","489,718.11"
10-Jan-21,Cheque,0,"61,214.76","428,503.35"
10-Jan-21,Purchase,0,"214,251.68","214,251.68"
10-Jan-21,RTGS,0,"21,425.17","192,826.51"
10-Jan-21,Cash,0,"32,137.75","160,688.76"
10-Jan-21,Commission,28.53,0,"160,717.29"
10-Jan-21,IMPS,0,"32,143.46","128,573.83"
10-Jan-21,Transfer,133,0,"128,706.83"
10-Jan-21,RTGS,53.25,0,"128,760.08"
10-Jan-21,ATM,"244,023.53",0,"372,783.61"
10-Jan-21,Bill,0,"41,420.40","331,363.21"
11-Jan-21,Transfer,218,0,"331,581.21"
11-Jan-21,NEFT,6.2,0,"331,587.41"
11-Jan-21,Cheque,2.5,0,"331,589.91"
11-Jan-21,RTGS,"3,190.00",0,"334,779.91"
11-Jan-21,Commission,0,"167,389.96","167,389.95"
11-Jan-21,NEFT,"105,043.31",0,"272,433.26"
11-Jan-21,Reversal,"9,154.50",0,"281,587.76"
11-Jan-21,Debit Card,"4,035.40",0,"285,623.16"
11-Jan-21,Transfer,34.3,0,"285,657.46"
11-Jan-21,Miscellaneous,60,0,"285,717.46"
11-Jan-21,Interest,0,"40,816.78","244,900.68"
11-Jan-21,Tax,0,"48,980.14","195,920.54"
11-Jan-21,Tax,0,"39,184.11","156,736.43"
11-Jan-21,Debit Card,"11,341.80",0,"168,078.23"
11-Jan-21,Debit Card,5.35,0,"168,083.58"
11-Jan-21,ATM,0,"18,675.95","149,407.63"
11-Jan-21,Debit Card,0,"14,940.76","134,466.87"
11-Jan-21,Interest,6.05,0,"134,472.92"
11-Jan-21,IMPS,55.79,0,"134,528.71"
11-Jan-21,Bill,"2,166.20",0,"136,694.91"
11-Jan-21,Debit Card,0,"45,564.97","91,129.94"
11-Jan-21,Transfer,0,"91,129.94",0
12-Jan-21,Cheque,958.97,0,958.97
12-Jan-21,Miscellaneous,0,319.66,639.31
12-Jan-21,Purchase,"22,951.20",0,"23,590.51"
12-Jan-21,ATM,0,"11,795.26","11,795.26"
12-Jan-21,Interest,"220,986.16",0,"232,781.42"
12-Jan-21,Cheque,"19,926.00",0,"252,707.42"
12-Jan-21,Commission,3,0,"252,710.42"
12-Jan-21,Transfer,0,"252,710.42",0
12-Jan-21,Debit Card,2.9,0,2.9
13-Jan-21,Miscellaneous,"238,994.80",0,"238,997.70"
13-Jan-21,RTGS,0,"23,899.77","215,097.93"
13-Jan-21,Debit Card,"131,422.90",0,"346,520.83"
13-Jan-21,Transfer,0,"57,753.47","288,767.36"
13-Jan-21,ATM,"62,120.00",0,"350,887.36"
13-Jan-21,Purchase,4,0,"350,891.36"
13-Jan-21,Bill,0,"116,963.79","233,927.57"
13-Jan-21,Debit Card,"22,741.00",0,"256,668.57"
13-Jan-21,Commission,0,"128,334.29","128,334.28"
13-Jan-21,NEFT,0,"128,334.28",0
13-Jan-21,Purchase,9.14,0,9.14
13-Jan-21,Cash,0,3.05,6.09
13-Jan-21,IMPS,0,2.03,4.06
13-Jan-21,RTGS,0,0.45,3.61
13-Jan-21,Cash,0,0.45,3.16
13-Jan-21,Miscellaneous,0,1.58,1.58
13-Jan-21,Bill,"1,496.50",0,"1,498.08"
13-Jan-21,Reversal,"26,277.00",0,"27,775.08"
13-Jan-21,Interest,0,"3,086.12","24,688.96"
13-Jan-21,Bill,"13,409.00",0,"38,097.96"
13-Jan-21,Debit Card,"2,316.00",0,"40,413.96"
13-Jan-21,Transfer,0,"6,735.66","33,678.30"
13-Jan-21,Cash,"3,752.56",0,"37,430.86"
13-Jan-21,Interest,6,0,"37,436.86"
13-Jan-21,Purchase,12.6,0,"37,449.46"
13-Jan-21,NEFT,9,0,"37,458.46"
13-Jan-21,NEFT,0,"5,351.21","32,107.25"
13-Jan-21,IMPS,0,"3,567.47","28,539.78"
13-Jan-21,IMPS,"19,693.50",0,"48,233.28"
13-Jan-21,Interest,"85,490.80",0,"133,724.08"
13-Jan-21,Tax,0,"33,431.02","100,293.06"
13-Jan-21,Miscellaneous,0,"100,293.06",0
13-Jan-21,Debit Card,5,0,5
13-Jan-21,Bill,"8,619.65",0,"8,624.65"
13-Jan-21,Miscellaneous,0,"1,232.09","7,392.56"
14-Jan-21,Commission,"1,200,399.20",0,"1,207,791.76"
14-Jan-21,ATM,7,0,"1,207,798.76"
14-Jan-21,Bill,0,"120,779.88","1,087,018.88"
14-Jan-21,Tax,0,"120,779.88","966,239.00"
14-Jan-21,Cash,"16,519.29",0,"982,758.29"
14-Jan-21,Transfer,0,"140,394.04","842,364.25"
14-Jan-21,Purchase,0,"120,337.75","722,026.50"
14-Jan-21,Interest,0,"144,405.30","577,621.20"
14-Jan-21,ATM,0,"64,180.13","513,441.07"
14-Jan-21,Miscellaneous,8,0,"513,449.07"
14-Jan-21,Interest,0,"102,689.81","410,759.26"
14-Jan-21,Debit Card,"164,996.06",0,"575,755.32"
14-Jan-21,Miscellaneous,70,0,"575,825.32"
14-Jan-21,NEFT,"28,703.00",0,"604,528.32"
14-Jan-21,Interest,56.43,0,"604,584.75"
14-Jan-21,Transfer,390,0,"604,974.75"
14-Jan-21,Debit Card,0,"302,487.38","302,487.38"
14-Jan-21,ATM,"15,024.00",0,"317,511.38"
14-Jan-21,Purchase,1.65,0,"317,513.03"
14-Jan-21,Reversal,0,"31,751.30","285,761.73"
14-Jan-21,Interest,3,0,"285,764.73"
14-Jan-21,Cheque,0,"31,751.64","254,013.09"
14-Jan-21,ATM,959.93,0,"254,973.02"
14-Jan-21,NEFT,"139,282.00",0,"394,255.02"
14-Jan-21,RTGS,1.84,0,"394,256.86"
14-Jan-21,Miscellaneous,9,0,"394,265.86"
14-Jan-21,Purchase,403.73,0,"394,669.59"
14-Jan-21,Debit Card,"1,949.00",0,"396,618.59"
14-Jan-21,IMPS,0,"56,659.80","339,958.79"
14-Jan-21,Miscellaneous,0,"48,565.54","291,393.25"
14-Jan-21,NEFT,0,"97,131.08","194,262.17"
14-Jan-21,IMPS,0,"194,262.17",0
14-Jan-21,NEFT,1.25,0,1.25
14-Jan-21,Debit Card,363.8,0,365.05
14-Jan-21,Commission,0,365.05,0
14-Jan-21,IMPS,0.21,0,0.21
14-Jan-21,Cash,0,0.04,0.17
14-Jan-21,Purchase,0,0.06,0.11
14-Jan-21,RTGS,"2,091,655.75",0,"2,091,655.86"
14-Jan-21,NEFT,0,"298,807.98","1,792,847.88"
14-Jan-21,Commission,"5,371.21",0,"1,798,219.09"
14-Jan-21,Debit Card,0,"179,821.91","1,618,397.18"
14-Jan-21,NEFT,7.6,0,"1,618,404.78"
14-Jan-21,Cheque,"188,687.06",0,"1,807,091.84"
14-Jan-21,Commission,"2,034.90",0,"1,809,126.74"
14-Jan-21,Miscellaneous,0,"904,563.37","904,563.37"
14-Jan-21,Cash,0,"90,456.34","814,107.03"
14-Jan-21,IMPS,117.21,0,"814,224.24"
14-Jan-21,Tax,0,"101,778.03","712,446.21"
14-Jan-21,Tax,0,"71,244.62","641,201.59"
14-Jan-21,Purchase,"3,844.00",0,"645,045.59"
14-Jan-21,NEFT,58.3,0,"645,103.89"
14-Jan-21,Reversal,0,"71,678.21","573,425.68"
14-Jan-21,IMPS,"1,114.62",0,"574,540.30"
14-Jan-21,NEFT,0,"287,270.15","287,270.15"
14-Jan-21,Cheque,"22,703.60",0,"309,973.75"
14-Jan-21,Commission,368.66,0,"310,342.41"
14-Jan-21,Purchase,8,0,"310,350.41"
14-Jan-21,Transfer,"2,200.00",0,"312,550.41"
14-Jan-21,ATM,841,0,"313,391.41"
14-Jan-21,Transfer,"3,730.10",0,"317,121.51"
14-Jan-21,Debit Card,0,"35,235.72","281,885.79"
14-Jan-21,ATM,0,"40,269.40","241,616.39"
14-Jan-21,ATM,0,"80,538.80","161,077.59"
14-Jan-21,Debit Card,21.52,0,"161,099.11"
14-Jan-21,Interest,34.8,0,"161,133.91"
14-Jan-21,Commission,0,"26,855.65","134,278.26"
14-Jan-21,Debit Card,0,"26,855.65","107,422.61"
14-Jan-21,Reversal,0,"26,855.65","80,566.96"
14-Jan-21,Debit Card,0,"11,509.57","69,057.39"
14-Jan-21,Commission,0,"6,905.74","62,151.65"
14-Jan-21,Miscellaneous,0,"12,430.33","49,721.32"
14-Jan-21,Transfer,0,"4,972.13","44,749.19"
14-Jan-21,Commission,31,0,"44,780.19"
14-Jan-21,Reversal,"268,498.75",0,"313,278.94"
14-Jan-21,Miscellaneous,50,0,"313,328.94"
14-Jan-21,RTGS,"1,969,256.00",0,"2,282,584.94"
14-Jan-21,IMPS,0,"228,258.49","2,054,326.45"
14-Jan-21,Interest,51.6,0,"2,054,378.05"
14-Jan-21,Cash,"11,435.50",0,"2,065,813.55"
14-Jan-21,Cheque,"2,700.20",0,"2,068,513.75"
14-Jan-21,ATM,"213,366.60",0,"2,281,880.35"
14-Jan-21,Tax,33.2,0,"2,281,913.55"
14-Jan-21,IMPS,"1,076,262.50",0,"3,358,176.05"
14-Jan-21,Miscellaneous,0,"335,817.61","3,022,358.44"
14-Jan-21,Miscellaneous,"792,448.00",0,"3,814,806.44"
14-Jan-21,Debit Card,"267,820.00",0,"4,082,626.44"
14-Jan-21,NEFT,"3,488.00",0,"4,086,114.44"
14-Jan-21,Cheque,0,"4,086,114.44",0
14-Jan-21,Reversal,"1,768,683.00",0,"1,768,683.00"
14-Jan-21,Reversal,"674,782.75",0,"2,443,465.75"
14-Jan-21,Purchase,"72,256.00",0,"2,515,721.75"
14-Jan-21,Interest,"1,416,884.00",0,"3,932,605.75"
14-Jan-21,RTGS,"1,845,238.00",0,"5,777,843.75"
15-Jan-21,Debit Card,60.39,0,"5,777,904.14"
15-Jan-21,NEFT,0,"1,925,968.05","3,851,936.09"
15-Jan-21,Debit Card,0,"385,193.61","3,466,742.48"
15-Jan-21,Reversal,450.31,0,"3,467,192.79"
15-Jan-21,IMPS,0,"866,798.20","2,600,394.59"
15-Jan-21,Cheque,0,"260,039.46","2,340,355.13"
15-Jan-21,Tax,0,"260,039.46","2,080,315.67"
15-Jan-21,Purchase,0,"297,187.95","1,783,127.72"
15-Jan-21,IMPS,924.36,0,"1,784,052.08"
15-Jan-21,RTGS,"1,392,621.50",0,"3,176,673.58"
15-Jan-21,Purchase,31,0,"3,176,704.58"
15-Jan-21,Bill,0,"635,340.92","2,541,363.66"
15-Jan-21,ATM,5.7,0,"2,541,369.36"
15-Jan-21,RTGS,0,"423,561.56","2,117,807.80"
15-Jan-21,Purchase,0,"705,935.93","1,411,871.87"
15-Jan-21,NEFT,0,"141,187.19","1,270,684.68"
15-Jan-21,Cash,0,"635,342.34","635,342.34"
15-Jan-21,Cheque,"220,608.44",0,"855,950.78"
15-Jan-21,Miscellaneous,0,"95,105.64","760,845.14"
15-Jan-21,Bill,0,"95,105.64","665,739.50"
15-Jan-21,Reversal,0,"95,105.64","570,633.86"
15-Jan-21,Interest,0,"95,105.64","475,528.22"
15-Jan-21,Bill,0,"475,528.22",0
16-Jan-21,Commission,43,0,43
16-Jan-21,RTGS,0,4.78,38.22
16-Jan-21,Interest,6.06,0,44.28
16-Jan-21,Cheque,0,44.28,0
16-Jan-21,Interest,262.2,0,262.2
16-Jan-21,Miscellaneous,0,29.13,233.07
16-Jan-21,Transfer,0,46.61,186.46
16-Jan-21,IMPS,0,26.64,159.82
16-Jan-21,Bill,0,26.64,133.18
16-Jan-21,Interest,0,26.64,106.54
16-Jan-21,ATM,328,0,434.54
16-Jan-21,Cheque,368,0,802.54
17-Jan-21,ATM,1.25,0,803.79
17-Jan-21,NEFT,0,401.9,401.9
17-Jan-21,Tax,0,200.95,200.95
17-Jan-21,Cash,"183,430.30",0,"183,631.25"
17-Jan-21,Purchase,0,"18,363.13","165,268.12"
17-Jan-21,Interest,"1,186,767.75",0,"1,352,035.87"
17-Jan-21,Purchase,0,"135,203.59","1,216,832.28"
17-Jan-21,ATM,"244,629.00",0,"1,461,461.28"
17-Jan-21,NEFT,"131,989.88",0,"1,593,451.16"
17-Jan-21,Cheque,0,"318,690.23","1,274,760.93"
17-Jan-21,RTGS,50.29,0,"1,274,811.22"
17-Jan-21,Commission,"18,995.00",0,"1,293,806.22"
17-Jan-21,Cash,23.2,0,"1,293,829.42"
17-Jan-21,ATM,"24,555.00",0,"1,318,384.42"
17-Jan-21,Transfer,0,"263,676.88","1,054,707.54"
17-Jan-21,Debit Card,0,"131,838.44","922,869.10"
17-Jan-21,Purchase,38.09,0,"922,907.19"
17-Jan-21,Interest,0,"307,635.73","615,271.46"
17-Jan-21,NEFT,0,"87,895.92","527,375.54"
17-Jan-21,Tax,0,"52,737.55","474,637.99"
17-Jan-21,Purchase,0,"67,805.43","406,832.56"
17-Jan-21,ATM,0,"40,683.26","366,149.30"
17-Jan-21,ATM,10,0,"366,159.30"
17-Jan-21,Bill,0,"91,539.83","274,619.47"
17-Jan-21,Miscellaneous,371.04,0,"274,990.51"
17-Jan-21,Commission,"2,096,142.75",0,"2,371,133.26"
17-Jan-21,NEFT,"920,236.00",0,"3,291,369.26"
17-Jan-21,RTGS,0,"548,561.54","2,742,807.72"
17-Jan-21,RTGS,0,"391,829.67","2,350,978.05"
17-Jan-21,Reversal,"132,108.00",0,"2,483,086.05"
17-Jan-21,Reversal,913.51,0,"2,483,999.56"
17-Jan-21,Tax,316.11,0,"2,484,315.67"
18-Jan-21,Purchase,222.8,0,"2,484,538.47"
18-Jan-21,NEFT,"19,797.30",0,"2,504,335.77"
18-Jan-21,Reversal,0,"250,433.58","2,253,902.19"
18-Jan-21,Miscellaneous,377.5,0,"2,254,279.69"
18-Jan-21,Commission,"598,172.00",0,"2,852,451.69"
18-Jan-21,Reversal,5.8,0,"2,852,457.49"
18-Jan-21,Transfer,"5,146.00",0,"2,857,603.49"
18-Jan-21,Interest,0,"285,760.35","2,571,843.14"
18-Jan-21,Bill,"17,018.10",0,"2,588,861.24"
18-Jan-21,ATM,"3,716.40",0,"2,592,577.64"
18-Jan-21,Tax,1.9,0,"2,592,579.54"
18-Jan-21,Transfer,"8,641.00",0,"2,601,220.54"
18-Jan-21,Purchase,0,"289,024.50","2,312,196.04"
18-Jan-21,Reversal,0,"578,049.01","1,734,147.03"
18-Jan-21,Transfer,0,"247,735.29","1,486,411.74"
18-Jan-21,IMPS,0,"247,735.29","1,238,676.45"
18-Jan-21,Reversal,0,"1,238,676.45",0
18-Jan-21,Transfer,"3,487.69",0,"3,487.69"
18-Jan-21,Interest,6,0,"3,493.69"
18-Jan-21,Commission,"77,378.78",0,"80,872.47"
18-Jan-21,Transfer,"28,993.00",0,"109,865.47"
19-Jan-21,Miscellaneous,"1,405.70",0,"111,271.17"
19-Jan-21,Cash,"3,316.60",0,"114,587.77"
19-Jan-21,NEFT,"215,583.20",0,"330,170.97"
20-Jan-21,Debit Card,"7,578.00",0,"337,748.97"
21-Jan-21,IMPS,"102,916.84",0,"440,665.81"
21-Jan-21,Cheque,0,"440,665.81",0
21-Jan-21,Miscellaneous,1.75,0,1.75
21-Jan-21,Bill,0,0.18,1.58
21-Jan-21,NEFT,456.6,0,458.18
21-Jan-21,Reversal,0,57.27,400.91
21-Jan-21,Tax,"1,263,263.20",0,"1,263,664.11"
21-Jan-21,Purchase,"2,846.08",0,"1,266,510.19"
21-Jan-21,Cheque,0,"211,085.03","1,055,425.16"
21-Jan-21,NEFT,0,"105,542.52","949,882.64"
21-Jan-21,Miscellaneous,0,"135,697.52","814,185.12"
22-Jan-21,Debit Card,248.84,0,"814,433.96"
22-Jan-21,Cash,"14,696.00",0,"829,129.96"
22-Jan-21,Bill,"252,094.69",0,"1,081,224.65"
22-Jan-21,Reversal,0,"540,612.33","540,612.32"
22-Jan-21,IMPS,"6,689.48",0,"547,301.80"
22-Jan-21,Cash,0,"109,460.36","437,841.44"
22-Jan-21,Reversal,"2,699.09",0,"440,540.53"
22-Jan-21,Reversal,"141,017.00",0,"581,557.53"
22-Jan-21,RTGS,0,"193,852.51","387,705.02"
22-Jan-21,Debit Card,0,"48,463.13","339,241.89"
22-Jan-21,Commission,0,"113,080.63","226,161.26"
22-Jan-21,IMPS,0,"113,080.63","113,080.63"
22-Jan-21,NEFT,"1,682,197.00",0,"1,795,277.63"
22-Jan-21,Purchase,0,"448,819.41","1,346,458.22"
22-Jan-21,Commission,0,"269,291.64","1,077,166.58"
22-Jan-21,Reversal,490.17,0,"1,077,656.75"
22-Jan-21,Miscellaneous,0,"134,707.09","942,949.66"
22-Jan-21,RTGS,0,"134,707.09","808,242.57"
22-Jan-21,Cheque,"957,601.50",0,"1,765,844.07"
22-Jan-21,Transfer,0,"882,922.04","882,922.04"
22-Jan-21,Debit Card,"1,639,499.00",0,"2,522,421.04"
22-Jan-21,IMPS,0,"280,269.00","2,242,152.04"
22-Jan-21,NEFT,7.7,0,"2,242,159.74"
22-Jan-21,RTGS,0,"560,539.94","1,681,619.81"
22-Jan-21,Miscellaneous,209.7,0,"1,681,829.51"
22-Jan-21,Bill,210,0,"1,682,039.51"
22-Jan-21,Debit Card,0,"168,203.95","1,513,835.56"
22-Jan-21,Reversal,"64,711.00",0,"1,578,546.56"
22-Jan-21,Transfer,0,"225,506.65","1,353,039.91"
22-Jan-21,Purchase,47.4,0,"1,353,087.31"
22-Jan-21,Tax,0,"1,353,087.31",0
22-Jan-21,ATM,16,0,16
22-Jan-21,NEFT,"549,452.00",0,"549,468.00"
22-Jan-21,Debit Card,"2,011.00",0,"551,479.00"
22-Jan-21,Cheque,"36,265.70",0,"587,744.70"
22-Jan-21,IMPS,0,"73,468.09","514,276.61"
22-Jan-21,NEFT,0,"128,569.15","385,707.46"
22-Jan-21,NEFT,1,0,"385,708.46"
22-Jan-21,Interest,"208,209.00",0,"593,917.46"
23-Jan-21,ATM,"1,353,056.00",0,"1,946,973.46"
23-Jan-21,Reversal,"211,192.20",0,"2,158,165.66"
23-Jan-21,Commission,"1,208,861.75",0,"3,367,027.41"
23-Jan-21,Debit Card,0,"420,878.43","2,946,148.98"
23-Jan-21,Reversal,0,"2,946,148.98",0
23-Jan-21,Purchase,44.18,0,44.18
23-Jan-21,Cheque,25.59,0,69.77
23-Jan-21,NEFT,36.78,0,106.55
23-Jan-21,Bill,"167,784.80",0,"167,891.35"
23-Jan-21,Transfer,0,"41,972.84","125,918.51"
23-Jan-21,Purchase,39.4,0,"125,957.91"
23-Jan-21,Miscellaneous,"1,783,801.50",0,"1,909,759.41"
23-Jan-21,Cash,"15,493.00",0,"1,925,252.41"
23-Jan-21,Bill,"264,739.00",0,"2,189,991.41"
23-Jan-21,Cash,19.02,0,"2,190,010.43"
23-Jan-21,Purchase,0,"219,001.04","1,971,009.39"
23-Jan-21,Commission,0,"281,572.77","1,689,436.62"
23-Jan-21,Cheque,0,"187,715.18","1,501,721.44"
23-Jan-21,Interest,52,0,"1,501,773.44"
23-Jan-21,NEFT,0,"250,295.57","1,251,477.87"
23-Jan-21,Miscellaneous,44.4,0,"1,251,522.27"
23-Jan-21,Tax,"41,595.12",0,"1,293,117.39"
23-Jan-21,NEFT,0,"143,679.71","1,149,437.68"
23-Jan-21,Reversal,0,"127,715.30","1,021,722.38"
23-Jan-21,Purchase,"468,626.20",0,"1,490,348.58"
23-Jan-21,Miscellaneous,0,"372,587.15","1,117,761.44"
23-Jan-21,Commission,0,"159,680.21","958,081.23"
23-Jan-21,Cheque,0,"191,616.25","766,464.98"
23-Jan-21,Reversal,121.12,0,"766,586.10"
23-Jan-21,Cheque,0,"127,764.35","638,821.75"
23-Jan-21,Interest,0,"638,821.75",0
23-Jan-21,Transfer,3.16,0,3.16
23-Jan-21,Interest,"703,480.00",0,"703,483.16"
23-Jan-21,RTGS,"1,711.00",0,"705,194.16"
23-Jan-21,Purchase,0,"100,742.02","604,452.14"
24-Jan-21,Interest,1.32,0,"604,453.46"
24-Jan-21,Tax,0,"201,484.49","402,968.97"
24-Jan-21,IMPS,0,"80,593.79","322,375.18"
24-Jan-21,NEFT,6.58,0,"322,381.76"
24-Jan-21,Reversal,54.2,0,"322,435.96"
24-Jan-21,Tax,"195,550.25",0,"517,986.21"
24-Jan-21,Transfer,0,"73,998.03","443,988.18"
24-Jan-21,Miscellaneous,0,"443,988.18",0
24-Jan-21,Commission,"24,301.27",0,"24,301.27"
24-Jan-21,NEFT,"91,448.16",0,"115,749.43"
24-Jan-21,Cash,0,"115,749.43",0
24-Jan-21,Cash,"3,230.22",0,"3,230.22"
24-Jan-21,Bill,"1,793,036.50",0,"1,796,266.72"
24-Jan-21,Tax,"28,953.07",0,"1,825,219.79"
24-Jan-21,Reversal,0,"182,521.98","1,642,697.81"
24-Jan-21,IMPS,0,"182,521.98","1,460,175.83"
24-Jan-21,Cheque,202.5,0,"1,460,378.33"
24-Jan-21,Tax,0,"208,625.48","1,251,752.85"
24-Jan-21,IMPS,441.73,0,"1,252,194.58"
24-Jan-21,Cheque,"202,678.60",0,"1,454,873.18"
24-Jan-21,Bill,0,"484,957.73","969,915.45"
24-Jan-21,Purchase,0,"242,478.86","727,436.59"
24-Jan-21,Miscellaneous,"17,679.90",0,"745,116.49"
25-Jan-21,Debit Card,"1,106,759.80",0,"1,851,876.29"
25-Jan-21,RTGS,0,"264,553.76","1,587,322.53"
25-Jan-21,NEFT,"128,369.70",0,"1,715,692.23"
25-Jan-21,Purchase,0,"214,461.53","1,501,230.70"
25-Jan-21,RTGS,0,"166,803.41","1,334,427.29"
25-Jan-21,Purchase,0,"444,809.10","889,618.19"
25-Jan-21,ATM,0,"222,404.55","667,213.64"
25-Jan-21,Debit Card,405.84,0,"667,619.48"
25-Jan-21,Debit Card,0,"74,179.94","593,439.54"
25-Jan-21,Cash,"3,576.30",0,"597,015.84"
25-Jan-21,Purchase,0,"199,005.28","398,010.56"
25-Jan-21,Purchase,0,"49,751.32","348,259.24"
25-Jan-21,Reversal,"1,404.00",0,"349,663.24"
25-Jan-21,IMPS,12,0,"349,675.24"
25-Jan-21,Reversal,"2,194.00",0,"351,869.24"
25-Jan-21,Tax,0,"87,967.31","263,901.93"
